decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins,one_ups,custom_one_up_bonus,augmented_score_gain,flag_height_bonus,flag_touch_y,flag_score_tier,flag_top_tier,post_flag_frames,flag_resolution_complete,flag_resolution_status,objective_reward,objective_reward_sum
1,4,40,79,40,3,right+B,0.11526592075824738,0.36135390400886536,0.1551409214735031,0.22919858992099762,0.1390407383441925,1.5179213285446167,0.0,0.0,1,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
2,8,43,79,43,3,right+B,0.11522582173347473,0.36126139760017395,0.15531666576862335,0.2290334552526474,0.13916271924972534,1.5180649757385254,3.0,3.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
3,12,46,93,46,2,right+A,0.11530866473913193,0.3615249693393707,0.15539300441741943,0.22877049446105957,0.13900282979011536,1.517951250076294,3.0,6.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
4,16,51,108,51,0,NOOP,0.11549974232912064,0.362896203994751,0.15592171251773834,0.2249283492565155,0.14075395464897156,1.5184847116470337,5.0,11.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
5,20,56,112,56,2,right+A,0.11594795435667038,0.36305415630340576,0.1569381207227707,0.22189003229141235,0.1421697437763214,1.519711971282959,4.0,15.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
6,24,62,106,62,1,right,0.11616262793540955,0.36334389448165894,0.15874378383159637,0.2191718965768814,0.14257778227329254,1.520487666130066,6.0,21.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
7,28,68,89,68,1,right,0.11634483933448792,0.3634084463119507,0.15984174609184265,0.21617279946804047,0.14423216879367828,1.5216021537780762,6.0,27.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
8,32,75,79,75,2,right+A,0.11513154208660126,0.36370524764060974,0.1550828218460083,0.22604887187480927,0.14003147184848785,1.5171977281570435,7.0,34.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
9,36,82,79,82,2,right+A,0.115559883415699,0.36333760619163513,0.15651588141918182,0.22312471270561218,0.14146190881729126,1.518852710723877,7.0,41.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
10,40,89,79,89,1,right,0.11477713286876678,0.36349713802337646,0.1588437557220459,0.2225012183189392,0.14038076996803284,1.5185678005218506,6.0,47.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
